date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:05:42	8564/8564	---M-Z	200	added ('OK')	text/css	etag:%222174-5a6d4bd0b2cab-gzip%22	http://okamiowl.tk/wordpress/wp-content/themes/themify-ultra/styles/header-leftpane.min.css?ver=2.7.4	C:/Bitnami/wordpress-5.4.1-0/cape/okamiowl.tk/wordpress/wp-content/themes/themify-ultra/styles/header-leftpane.minae29.css	(from http://okamiowl.tk/wordpress/)
09:05:42	1639/1639	---M-Z	200	added ('OK')	application/rss+xml	etag:%220452acaaeb22b992f1d9f8beed1e59ee-gzip%22	http://okamiowl.tk/wordpress/comments/feed/	C:/Bitnami/wordpress-5.4.1-0/cape/okamiowl.tk/wordpress/comments/feed/index.html	(from http://okamiowl.tk/wordpress/)
09:05:43	1620/1620	---M-Z	200	added ('OK')	text/css	etag:%22654-5a6d59dc8d57a-gzip%22	http://okamiowl.tk/wordpress/wp-content/uploads/themify-css/themify-builder-8-generated.css?ver=1590811288	C:/Bitnami/wordpress-5.4.1-0/cape/okamiowl.tk/wordpress/wp-content/uploads/themify-css/themify-builder-8-generated1509.css	(from http://okamiowl.tk/wordpress/)
09:05:43	587/587	---M-Z	200	added ('OK')	text/css	etag:%2224b-5a6d7280dee07-gzip%22	http://okamiowl.tk/wordpress/wp-content/plugins/addthis/frontend/build/addthis_wordpress_public.min.css?ver=5.4.1	C:/Bitnami/wordpress-5.4.1-0/cape/okamiowl.tk/wordpress/wp-content/plugins/addthis/frontend/build/addthis_wordpress_public.minc225.css	(from http://okamiowl.tk/wordpress/)
09:05:43	834/834	---M-Z	200	added ('OK')	text/xml	date:Sat,%2030%20May%202020%2006:05:43%20GMT	http://okamiowl.tk/wordpress/xmlrpc.php?rsd	C:/Bitnami/wordpress-5.4.1-0/cape/okamiowl.tk/wordpress/xmlrpc0db0.php	(from http://okamiowl.tk/wordpress/)
09:05:43	10056/10056	---M-Z	200	added ('OK')	application/javascript	etag:%222748-5333ff613c400-gzip%22	http://okamiowl.tk/wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/Bitnami/wordpress-5.4.1-0/cape/okamiowl.tk/wordpress/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://okamiowl.tk/wordpress/)
09:05:44	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://okamiowl.tk/wordpress/wp-includes/wlwmanifest.xml	C:/Bitnami/wordpress-5.4.1-0/cape/okamiowl.tk/wordpress/wp-includes/wlwmanifest.xml	(from http://okamiowl.tk/wordpress/)
09:05:44	96873/96873	---M-Z	200	added ('OK')	application/javascript	etag:%2217a69-5890dc7401880-gzip%22	http://okamiowl.tk/wordpress/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/Bitnami/wordpress-5.4.1-0/cape/okamiowl.tk/wordpress/wp-includes/js/jquery/jquery4a5f.js	(from http://okamiowl.tk/wordpress/)
09:05:44	2227/2227	---M--	200	added ('OK')	application/json	date:Sat,%2030%20May%202020%2006:05:44%20GMT	http://okamiowl.tk/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fokamiowl.tk%2Fwordpress%2F	C:/Bitnami/wordpress-5.4.1-0/cape/okamiowl.tk/wordpress/wp-json/oembed/1.0/embedc1ed.json	(from http://okamiowl.tk/wordpress/)
09:05:45	237/237	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20May%202020%2006:05:45%20GMT	http://okamiowl.tk/wordpress	C:/Bitnami/wordpress-5.4.1-0/cape/okamiowl.tk/wordpress	(from http://okamiowl.tk/wordpress/)
09:05:45	2317/2317	---M-Z	200	added ('OK')	text/xml	date:Sat,%2030%20May%202020%2006:05:44%20GMT	http://okamiowl.tk/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fokamiowl.tk%2Fwordpress%2F&format=xml	C:/Bitnami/wordpress-5.4.1-0/cape/okamiowl.tk/wordpress/wp-json/oembed/1.0/embeda533	(from http://okamiowl.tk/wordpress/)
09:05:45	131716/131716	---M-Z	200	added ('OK')	text/css	etag:%2220284-5a6d4bd102ccf-gzip%22	http://okamiowl.tk/wordpress/wp-content/themes/themify-ultra/themify/themify-builder/css/themify-builder-style.min.css?ver=4.8.5	C:/Bitnami/wordpress-5.4.1-0/cape/okamiowl.tk/wordpress/wp-content/themes/themify-ultra/themify/themify-builder/css/themify-builder-style.min341d.css	(from http://okamiowl.tk/wordpress/)
09:05:45	237/237	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20May%202020%2006:05:45%20GMT	http://okamiowl.tk/wordpress	C:/Bitnami/wordpress-5.4.1-0/cape/okamiowl.tk/wordpress	(from http://okamiowl.tk/wordpress/)
09:05:45	237/237	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2030%20May%202020%2006:05:45%20GMT	http://okamiowl.tk/wordpress	C:/Bitnami/wordpress-5.4.1-0/cape/okamiowl.tk/wordpress	(from http://okamiowl.tk/wordpress/)
09:05:46	1667/1667	---M-Z	200	added ('OK')	application/javascript	etag:%22683-5a6d4bd0f75de-gzip%22	http://okamiowl.tk/wordpress/wp-content/themes/themify-ultra/themify/js/themify.sidemenu.min.js?ver=2.7.4	C:/Bitnami/wordpress-5.4.1-0/cape/okamiowl.tk/wordpress/wp-content/themes/themify-ultra/themify/js/themify.sidemenu.minae29.js	(from http://okamiowl.tk/wordpress/)
09:05:47	36620/36620	---M-Z	200	added ('OK')	application/javascript	etag:%228f0c-5a6d4bd0f56b4-gzip%22	http://okamiowl.tk/wordpress/wp-content/themes/themify-ultra/themify/js/main.min.js?ver=4.8.5	C:/Bitnami/wordpress-5.4.1-0/cape/okamiowl.tk/wordpress/wp-content/themes/themify-ultra/themify/js/main.min341d.js	(from http://okamiowl.tk/wordpress/)
09:05:47	1434/1434	---M-Z	200	added ('OK')	application/javascript	etag:%2259a-595c52fd2e6c0-gzip%22	http://okamiowl.tk/wordpress/wp-includes/js/wp-embed.min.js?ver=5.4.1	C:/Bitnami/wordpress-5.4.1-0/cape/okamiowl.tk/wordpress/wp-includes/js/wp-embed.minc225.js	(from http://okamiowl.tk/wordpress/)
09:05:48	33307/33307	---M-Z	200	added ('OK')	application/javascript	etag:%22821b-5a6d4bd081216-gzip%22	http://okamiowl.tk/wordpress/wp-content/themes/themify-ultra/js/themify.script.min.js?ver=2.7.4	C:/Bitnami/wordpress-5.4.1-0/cape/okamiowl.tk/wordpress/wp-content/themes/themify-ultra/js/themify.script.minae29.js	(from http://okamiowl.tk/wordpress/)
09:05:51	25573/25573	---M--	200	added ('OK')	image/jpeg	etag:%2263e5-5a6d50b945980%22	http://127.0.0.1/wordpress/wp-content/uploads/2020/05/hopelly.jpg	C:/Bitnami/wordpress-5.4.1-0/cape/127.0.0.1/wordpress/wp-content/uploads/2020/05/hopelly.jpg	(from http://okamiowl.tk/wordpress/wp-content/uploads/themify-css/themify-builder-8-generated.css?ver=1590811288)
09:05:52	77867/77867	---MC-	200	added ('OK')	application/json	date:Sat,%2030%20May%202020%2006:05:44%20GMT	http://okamiowl.tk/wordpress/wp-json/	C:/Bitnami/wordpress-5.4.1-0/cape/okamiowl.tk/wordpress/wp-json/index.html	(from http://okamiowl.tk/wordpress/)
09:05:52	361154/361154	---M-Z	200	added ('OK')	application/javascript	etag:W/%225e8dd824-582c2%22	https://s7.addthis.com/js/300/addthis_widget.js?ver=5.4.1	C:/Bitnami/wordpress-5.4.1-0/cape/s7.addthis.com/js/300/addthis_widgetc225.js	(from http://okamiowl.tk/wordpress/)
